"locator_domain","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation"
"https://www.birkenstock.com","Apollo Comfort Shoes","4234 Bell Blvd","Bayside","NY","11361","US","63562-1","(718) 224-6512","regular","40.761777","-73.770411","<MISSING>"
"https://www.birkenstock.com","Corridor Store","209 Mott St","New York","NY","10012","US","64412-1","(973) 221-3167","regular","40.881773","-73.981208","<MISSING>"
"https://www.birkenstock.com","The Spot","338 E Fordham Rd","Bronx","NY","10458","US","64000-1","(718) 561-3333","regular","40.861718","-73.893544","<MISSING>"
"https://www.birkenstock.com","Robert Wayne","2655 Richmond Ave","Staten Island","NY","10314","US","64164-49","(718) 983-0785","regular","40.582418","-74.165916","<MISSING>"
"https://www.birkenstock.com","Mission Shoes","200 Baychester Ave","Bronx","NY","10475","US","63704-2","(718) 320-7400","regular","40.863661","-73.827626","<MISSING>"
"https://www.birkenstock.com","Shoesector","5 Church Street","Montclair","NJ","07042","US","64670-2","973- 928-2375","regular","40.813927","-74.218569","<MISSING>"
"https://www.birkenstock.com","The Outdoor Store","30 Church St","Montclair","NJ","07042","US","21651-1","(973) 746-5900","regular","40.81397","-74.219008","<MISSING>"
"https://www.birkenstock.com","DNA Footwear","273 Lafayette St","New York","NY","10012","US","62841-ny7","(212) 966-2869","regular","40.723767","-73.996181","<MISSING>"
"https://www.birkenstock.com","Kith","665 Broadway Ste 400","New York","NY","10012","US","64648-1","212- 473-4654","regular","40.727212","-73.995488","<MISSING>"
"https://www.birkenstock.com","VIP Shoe Restorers (Repair Only)","140 E 55th St","New York","NY","10022","US","6035-1","(212) 750-0818","regular","40.759456","-73.969676","<MISSING>"
"https://www.birkenstock.com","Bird","85 Lafayette Ave","Brooklyn","NY","11217","US","64395-3","(718) 858-8667","regular","40.687372","-73.974955","<MISSING>"
"https://www.birkenstock.com","Foot Locker","1460 Broadway","New York","NY","10036","US","footl_1","212 461-5818","regular","40.75926","-73.98986","<MISSING>"
"https://www.birkenstock.com","Morlees","160 Newark Ave","Jersey City","NJ","07302","US","64024-1","(201) 435-2759","regular","40.720925","-74.044742","<MISSING>"
"https://www.birkenstock.com","DNA Footwear","133 N 7th St","Brooklyn","NY","11211","US","62841-ny1","(718) 599-1118","regular","40.718507","-73.958445","<MISSING>"
"https://www.birkenstock.com","Bird","203 Grand St","Brooklyn","NY","11211","US","64395-1","(718) 388-1655","regular","40.714256","-73.96014","<MISSING>"
"https://www.birkenstock.com","Runnin Wild Kids Shoes","276 Court St","Brooklyn","NY","11231","US","64671-1","(347) 529-4609","regular","40.68474","-73.99508","<MISSING>"
"https://www.birkenstock.com","Soula","185 Smith St","Brooklyn","NY","11201","US","62081-1","(718) 834-8423","regular","40.6855","-73.991064","<MISSING>"
"https://www.birkenstock.com","DNA Footwear","141 Smith St","Brooklyn","NY","11201","US","62841-ny3","(718) 797-9701","regular","40.686895","-73.990036","<MISSING>"
"https://www.birkenstock.com","DNA Footwear","888 Manhattan Ave","Brooklyn","NY","11222","US","62841-ny4","(718) 383-0070","regular","40.729943","-73.953785","<MISSING>"
"https://www.birkenstock.com","Windsor Shoes","233 Prospect Park W","Brooklyn","NY","11215","US","62986-1","(718) 369-2192","regular","40.659824","-73.980849","<MISSING>"
"https://www.birkenstock.com","Hatchet Outdoor Supply","77 Atlantic Ave","Brooklyn","NY","11213","US","63772-2","(347) 763-1963","regular","40.667936","-73.931418","<MISSING>"
"https://www.birkenstock.com","Rugged Sole Inc","1924 Church Ave","Brooklyn","NY","11226","US","63772-4","718- 856-3043","regular","40.649989","-73.961444","<MISSING>"
"https://www.birkenstock.com","METROMIX","62 The Promenade","Edgewater","NJ","07020","US","63855-1","(201) 313-0018","regular","40.807225","-73.990438","<MISSING>"
"https://www.birkenstock.com","Shoe Tree","2876 Broadway","New York","NY","10025","US","64607-1","(212) 280-1711","regular","40.805175","-73.96567","<MISSING>"
"https://www.birkenstock.com","Sylvia's","4300 N 10th","McAllen","TX","78504","US","64587-1","(956) 682-6036","regular","40.808644","-73.944479","<MISSING>"
"https://www.birkenstock.com","City Streets","90-15 Queens Blvd","Elmhurst","NY","11373","US","64030-3","(718) 699-1122","regular","40.7345","-73.870942","<MISSING>"
"https://www.birkenstock.com","Happy Shoes","321 Broad Ave","Ridgefield","NJ","07657","US","64552-1","(201) 840-8887","regular","40.824605","-74.010654","<MISSING>"
"https://www.birkenstock.com","Sneaker Corner","2923 Ave I","Brooklyn","NY","11210","US","64663-3","718- 951-9412","regular","40.629143","-73.947569","<MISSING>"
"https://www.birkenstock.com","Mercat","27 The Promenade","Edgewater","NJ","07020","US","63788-1","(201) 313-2100","regular","40.822778","-74.060436","<MISSING>"
"https://www.birkenstock.com","Bloomingdales","504 Broadway","New York","NY","10012","US","bloom_53","212 729-5900","regular","40.725581","-73.998078","<MISSING>"
"https://www.birkenstock.com","Opening Ceremony","35 Howard St","New York","NY","10013","US","63931-1","(212) 219-2688","regular","40.719502","-74.001033","<MISSING>"
"https://www.birkenstock.com","City Streets","1007 Green Acres Mall","Valley Stream","NY","11581","US","64030-5","(516) 593-0232","regular","40.661213","-73.720751","<MISSING>"
"https://www.birkenstock.com","Globe Shoes","73 Rte 17 S","Paramus","NJ","07652","US","63176-1","(201) 843-6515","regular","40.915398","-74.072582","<MISSING>"
"https://www.birkenstock.com","Basic Footgear","2172 Bartow Ave","Bronx","NY","10475","US","63704-1","(718) 379-0145","regular","40.869113","-73.824306","<MISSING>"
"https://www.birkenstock.com","Lord & Taylor","504 Garden State Plaza Blvd","Paramus","NJ","07652","US","62902-nj2","(201) 909-0400","regular","40.917854","-74.07818","<MISSING>"
"https://www.birkenstock.com","Nordstrom","296 Garden State Plaza Blvd","Paramus","NJ","07652","US","2200-520","(201) 843-1122","regular","40.915364","-74.077894","<MISSING>"
"https://www.birkenstock.com","METROMIX","25-15 Broadway","Fair Lawn","NJ","07410","US","63855-2","+1 2017973700","regular","40.922589","-74.112868","<MISSING>"
"https://www.birkenstock.com","Eneslow Shoes & Orthotics","249-38 Horace Harding Expy","Queens","NY","11362","US","59060-2","(718) 357-5800","regular","40.760731","-73.730434","<MISSING>"
"https://www.birkenstock.com","Tennis Junction","43 Middle Neck Rd","Great Neck","NY","11023","US","63232-1","(516) 487-1515","regular","40.786446","-73.725258","<MISSING>"
"https://www.birkenstock.com","Jildor Shoes","42  Middle Neck Rd","Great Neck","NY","11021","US","62848-2","(516) 487-6464","regular","40.787748","-73.729032","<MISSING>"
"https://www.birkenstock.com","The Phluid Project","684 Broadway","New York","NY","10012","US","64672-1","774- 766-7540","regular","40.727969","-73.994654","<MISSING>"
"https://www.birkenstock.com","Walker and Whyte","390 Broadway","New York","NY","10013","US","31267-ny2","(212) 966-5501","regular","40.718377","-74.002656","<MISSING>"
"https://www.birkenstock.com","Everafter","349 Greenwich St","New York","NY","10013","US","64527-1","(212) 226-6386","regular","40.718564","-74.010116","<MISSING>"
"https://www.birkenstock.com","Infinity Shoes","687 Broadway","New York","NY","10012","US","31267-ny1","(212) 475-5952","regular","40.728081","-73.994576","<MISSING>"
"https://www.birkenstock.com","Mooshoes","78 Orchard St","New York","NY","10002","US","64499-1","(212) 254-6512","regular","40.717741","-73.990187","<MISSING>"
"https://www.birkenstock.com","Mind Boggler Shoes","43 W 8th St","New York","NY","10011","US","63006-1","(212) 529-8755","regular","40.733316","-73.998336","<MISSING>"
"https://www.birkenstock.com","Bandier","108 Fifth Ave","New York","NY","10011","US","64682-1","646- 360-3345","regular","40.737167","-73.992752","<MISSING>"
"https://www.birkenstock.com","City Streets","12 E 14th St","New York","NY","10003","US","64030-1","(212) 366-1842","regular","40.735424","-73.992981","<MISSING>"
"https://www.birkenstock.com","Trina Turk","67 Gansevoort St","New York","NY","10014","US","63869-2","(212) 206-7383","regular","40.739597","-74.007469","<MISSING>"
"https://www.birkenstock.com","Paragon Sports","867 Broadway","New York","NY","10003","US","4430-1","(212) 255-8889","regular","40.737776","-73.990098","<MISSING>"
"https://www.birkenstock.com","Asphalt","585 B Veterans Rd W","Staten Island","NY","10309","US","64646-1","718- 483-6485","regular","40.669983","-73.998287","<MISSING>"
"https://www.birkenstock.com","Malia Mills","1015 Lexington Ave","New York","NY","10021","US","64406-3","(212) 517-7485","regular","40.770903","-73.961608","<MISSING>"
"https://www.birkenstock.com","Barneys","660 Madison Avenue","New York","NY","10065","US","barne_3","212 826-8900","regular","40.764612","-73.963122","<MISSING>"
"https://www.birkenstock.com","DNA Footwear","220 5th Ave","Brooklyn","NY","11215","US","62841-ny5","(718) 398-2692","regular","40.676001","-73.981063","<MISSING>"
"https://www.birkenstock.com","Kith","233 Flatbush Ave","Brooklyn","NY","11217","US","64648-5","347- 889-6114","regular","40.681182","-73.975133","<MISSING>"
"https://www.birkenstock.com","Footlight Shoes","1062 3rd Ave","New York","NY","10065","US","32317-1","(212) 755-5752","regular","40.763978","-73.965095","<MISSING>"
"https://www.birkenstock.com","Schlesinger Shoes","774 Bedford Ave","Brooklyn","NY","11205","US","64685-1","718- 797-4200","regular","40.697693","-73.956779","<MISSING>"
"https://www.birkenstock.com","Runnin Wild","369 Court Street","Brooklyn","NY","11231","US","64671-2","718- 222-2444","regular","40.678692","-74.003047","<MISSING>"
"https://www.birkenstock.com","Bloomingdales","1000 Third Avenue","New York","NY","10022","US","bloom_1","212 705-2000","regular","40.758628","-73.967948","<MISSING>"
"https://www.birkenstock.com","Shoe Parlor","851 7th Ave","New York","NY","10019","US","53996-1","(212) 582-0039","regular","40.764092","-73.981087","<MISSING>"
"https://www.birkenstock.com","Vince's Village Cobbler (Repair Only)","125 Sullivan St","New York","NY","10012","US","Repair-ny4","(646) 290-6230","regular","40.726367","-74.002334","<MISSING>"
"https://www.birkenstock.com","REI","303 Lafayette St","New York","NY","10012","US","63714-ny1","(212) 680-1938","regular","40.724675","-73.99567","<MISSING>"
"https://www.birkenstock.com","All That She Wants","194 Elizabeth St","New York","NY","10012","US","63981-2","(212) 219-1020","regular","40.721696","-73.994272","<MISSING>"
"https://www.birkenstock.com","Robert Wayne","651 Kapkowski Rd","Elizabeth","NJ","32809","US","64164-15","(908) 282-4404","regular","40.660944","-74.173266","<MISSING>"
"https://www.birkenstock.com","Sneaker Corner","3764 Nostrand Ave","Brooklyn","NY","11229","US","64663-1","718- 252-8430","regular","40.592514","-73.940418","<MISSING>"
"https://www.birkenstock.com","Rugged Sole Inc","135-18 Northern Blvd","Flushing","NY","11354","US","63772-5","917- 563-1322","regular","40.762742","-73.832596","<MISSING>"
"https://www.birkenstock.com","MJ Footwear & Apparel","1516 College Point Blvd","College Point","NY","11356","US","64580-1","(718) 445-2444","regular","40.783752","-73.845936","<MISSING>"
"https://www.birkenstock.com","Sneaker Corner","2338 MacDonald Ave","Brooklyn","NY","11223","US","64663-2","929- 319-9900","regular","40.594971","-73.973519","<MISSING>"
"https://www.birkenstock.com","PK'S","3607 Avenue S","Brooklyn","NY","11234","US","64680-1","718- 375-1297","regular","40.609782","-73.931319","<MISSING>"
"https://www.birkenstock.com","DNA Footwear","2013 86th St","Brooklyn","NY","11214","US","62841-ny6","(718) 373-2999","regular","40.604526","-73.997665","<MISSING>"
"https://www.birkenstock.com","Reno Fashion","498 La Guardia Pl","New York","NY","10012","US","41043-1","(212) 228-3838","regular","40.77166","-73.869476","<MISSING>"
"https://www.birkenstock.com","Shoe Village","45-22 162nd St","Flushing","NY","11358","US","62856-1","(718) 762-1990","regular","40.76027","-73.804","<MISSING>"
"https://www.birkenstock.com","Vera's Boutique","459 Rte 17 S","Hasbrouck Heights","NJ","07604","US","63914-1","(201) 288-3727","regular","40.864198","-74.064925","<MISSING>"
